ROCK,,,,,
Date,Pax,Code,DD Only,DR Only,#REF!
12/22/25,Elmer,Q,FALSE,FALSE,
12/22/25,Fertile,,FALSE,FALSE,
12/22/25,Squatter,,FALSE,FALSE,
12/22/25,Tropic Thunder,,FALSE,FALSE,
12/19/25,Narc,,FALSE,FALSE,
12/19/25,O-Ring,DD,FALSE,FALSE,
12/19/25,Squatter,QDD,FALSE,FALSE,
12/19/25,Trex (2.0),,FALSE,FALSE,
12/19/25,Tropic Thunder,DD,FALSE,FALSE,
12/19/25,Wemby,DD,FALSE,FALSE,
12/18/25,Dial-Up,,FALSE,FALSE,
12/18/25,Elmer,DD,FALSE,FALSE,
12/18/25,Fertile,,FALSE,FALSE,
12/18/25,Narc,,FALSE,FALSE,
12/18/25,Xena,DD,FALSE,FALSE,
12/18/25,Redbull,,FALSE,FALSE,
12/18/25,Cena,,FALSE,FALSE,
12/18/25,Mountie,DD,FALSE,FALSE,
12/18/25,Carabiner,DD,FALSE,FALSE,
12/18/25,Tinkerbell,DD,FALSE,FALSE,
12/18/25,Squatter,DD,FALSE,FALSE,
12/18/25,Johnny 5,,FALSE,FALSE,
12/18/25,Tropic Thunder,,FALSE,FALSE,
12/18/25,Singlet,,FALSE,FALSE,
12/18/25,Thermostat,Q,FALSE,FALSE,
12/16/25,Dealer,,FALSE,FALSE,
12/16/25,Dial-Up,Q,FALSE,FALSE,
12/16/25,Elmer,,FALSE,FALSE,
12/16/25,Narc,,FALSE,FALSE,
12/16/25,Singlet,,FALSE,FALSE,
12/16/25,Squatter,,FALSE,FALSE,
12/16/25,Thermostat,,FALSE,FALSE,
12/16/25,Tropic Thunder,,FALSE,FALSE,
12/16/25,Xena,,FALSE,FALSE,
12/15/25,LinkedIn,,FALSE,FALSE,
12/15/25,Narc,Q,FALSE,FALSE,
12/15/25,Tropic Thunder,,FALSE,FALSE,
12/15/25,Wemby,,FALSE,FALSE,
12/12/25,Blue Screen,,FALSE,FALSE,
12/12/25,Cobbler,,FALSE,FALSE,
12/12/25,Juice,,FALSE,FALSE,
12/12/25,LinkedIn,,FALSE,FALSE,
12/12/25,Mario,,FALSE,FALSE,
12/12/25,Narc,Q,FALSE,FALSE,
12/12/25,Thermostat,,FALSE,FALSE,
12/11/25,Cobbler,QDD,FALSE,FALSE,
12/11/25,Kookaburra,,FALSE,FALSE,
12/11/25,LinkedIn,DD,FALSE,FALSE,
12/11/25,Narc,,FALSE,FALSE,
12/11/25,Search Party,DD,FALSE,FALSE,
12/9/25,Elmer,Q,FALSE,FALSE,
12/9/25,Gridlock,,FALSE,FALSE,
12/9/25,Narc,,FALSE,FALSE,
12/9/25,Squatter,,FALSE,FALSE,
12/9/25,Xena,,FALSE,FALSE,
12/8/25,Cobbler,DD,FALSE,FALSE,
12/8/25,Elmer,,FALSE,FALSE,
12/8/25,Narc,,FALSE,FALSE,
12/8/25,Rawhide,Q,FALSE,FALSE,
12/8/25,Squatter,,FALSE,FALSE,
12/8/25,Xena,,FALSE,FALSE,
12/5/25,Shaggy,,TRUE,FALSE,
12/5/25,Cobbler,,FALSE,FALSE,
12/5/25,Juice,,FALSE,FALSE,
12/5/25,Narc,,FALSE,FALSE,
12/5/25,O-Ring,,FALSE,FALSE,
12/5/25,Wolfie,QDD,FALSE,FALSE,
12/4/25,Airtag,DD,FALSE,FALSE,
12/4/25,Bart,DDFNG,FALSE,FALSE,
12/4/25,Cena,,FALSE,FALSE,
12/4/25,Cobbler,DD,FALSE,FALSE,
12/4/25,D20,DD,FALSE,FALSE,
12/4/25,Dealer,DD,FALSE,FALSE,
12/4/25,Dial-Up,DD,FALSE,FALSE,
12/4/25,Elmer,DD,FALSE,FALSE,
12/4/25,Fertile,,FALSE,FALSE,
12/4/25,Hippo,,FALSE,FALSE,
12/4/25,Hot Pants,DD,FALSE,FALSE,
12/4/25,Meatloaf,DD,FALSE,FALSE,
12/4/25,Narc,,FALSE,FALSE,
12/4/25,O-Ring,DD,FALSE,FALSE,
12/4/25,Redbull,,FALSE,FALSE,
12/4/25,Squatter,DD,FALSE,FALSE,
12/4/25,Thermostat,DD,FALSE,FALSE,
12/4/25,Wemby,,FALSE,FALSE,
12/4/25,LinkedIn,Q,FALSE,FALSE,
12/2/25,Elmer,Q,FALSE,FALSE,
12/2/25,Juice,,FALSE,FALSE,
12/2/25,Narc,,FALSE,FALSE,
12/2/25,O-Ring,,FALSE,FALSE,
12/2/25,Squatter,,FALSE,FALSE,
12/1/25,Cobbler,Q,FALSE,FALSE,
12/1/25,Wemby,,FALSE,FALSE,
12/1/25,Narc,,FALSE,FALSE,
12/1/25,Squatter,,FALSE,FALSE,
12/1/25,Kookaburra,FNG,FALSE,FALSE,
11/28/25,Anakin,,FALSE,FALSE,
11/28/25,Babel,,FALSE,FALSE,
11/28/25,Fertile,,FALSE,FALSE,
11/28/25,Keyser (DR),,FALSE,FALSE,
11/28/25,Cobbler,Q,FALSE,FALSE,
11/27/25,Acme,,,FALSE,
11/27/25,Anakin,,,FALSE,
11/27/25,Babel,,,FALSE,
11/27/25,Boogy,FNG,,FALSE,
11/27/25,Brick (2.0),,,FALSE,
11/27/25,C Battery (DR),DD,,FALSE,
11/27/25,Cena,FNG,,FALSE,
11/27/25,Circuit,,,FALSE,
11/27/25,Cowbell,,,FALSE,
11/27/25,Dodgeball,,,FALSE,
11/27/25,Dr scholl's,,,FALSE,
11/27/25,Echo,,,FALSE,
11/27/25,Eraser,,,FALSE,
11/27/25,Fertile,,,FALSE,
11/27/25,Frodo,,,FALSE,
11/27/25,Hacksaw,,,FALSE,
11/27/25,Jake,DD,,FALSE,
11/27/25,Johnny 5,,,FALSE,
11/27/25,Juice,,,FALSE,
11/27/25,Keyser (DR),,,FALSE,
11/27/25,LinkedIn,DD,,FALSE,
11/27/25,Mountie,DD,,FALSE,
11/27/25,Moses,,,FALSE,
11/27/25,Mr. T (2.0),,,FALSE,
11/27/25,Pacemaker,,,FALSE,
11/27/25,Redbull,,,FALSE,
11/27/25,Recurve,,,FALSE,
11/27/25,Rosetta,,,FALSE,
11/27/25,SeaDoo,FNG,,FALSE,
11/27/25,Search Party,DD,,FALSE,
11/27/25,Shingles,Q,,FALSE,
11/27/25,Skillet,,,FALSE,
11/27/25,Socrates (2.0),FNG,,FALSE,
11/27/25,Spider Gwen (2.0),,,FALSE,
11/27/25,Squatter,DD,,FALSE,
11/27/25,Steelix (2.0),,,FALSE,
11/27/25,Tikka,FNG,,FALSE,
11/27/25,Tinkerbell,DD,,FALSE,
11/27/25,Tony Hawk,,,FALSE,
11/27/25,Wolfie,DD,FALSE,FALSE,
11/27/25,Cobbler,,TRUE,FALSE,
11/26/25,Cobbler,,,FALSE,
11/26/25,Jake,,,FALSE,
11/26/25,LinkedIn,,,FALSE,
11/26/25,Xena,,,FALSE,
11/26/25,Squatter,Q,,FALSE,
11/25/25,Buddy Bucks,,,FALSE,
11/25/25,Elmer,,,FALSE,
11/25/25,Juice,,,FALSE,
11/25/25,Narc,Q,,FALSE,
11/25/25,O-Ring,,,FALSE,
11/25/25,Trex (2.0),,,FALSE,
11/24/25,Cobbler,DD,FALSE,FALSE,
11/24/25,Elmer,DD,FALSE,FALSE,
11/24/25,Gridlock,DD,FALSE,FALSE,
11/24/25,Narc,,FALSE,FALSE,
11/24/25,Rawhide,QDD,FALSE,FALSE,
11/24/25,Squatter,DD,FALSE,FALSE,
11/24/25,Xena,DD,FALSE,FALSE,
11/21/25,Elmer,DD,FALSE,FALSE,
11/21/25,Gridlock,QDD,FALSE,FALSE,
11/21/25,LinkedIn,DD,FALSE,FALSE,
11/21/25,O-Ring,DD,FALSE,FALSE,
11/21/25,Sistine,DD,FALSE,FALSE,
11/21/25,Thermostat,DD,FALSE,FALSE,
11/21/25,Xena,DD,FALSE,FALSE,
11/20/25,Cobbler,DD,FALSE,FALSE,
11/20/25,D20,,FALSE,FALSE,
11/20/25,Elmer,DD,FALSE,FALSE,
11/20/25,Gridlock,DD,FALSE,FALSE,
11/20/25,Juice,,FALSE,FALSE,
11/20/25,Squatter,DD,FALSE,FALSE,
11/20/25,Thermostat,DD,FALSE,FALSE,
11/20/25,Tropic Thunder,DD,FALSE,FALSE,
11/20/25,Xena,DD,FALSE,FALSE,
11/18/25,Cobbler,,FALSE,FALSE,
11/18/25,Gridlock,,FALSE,FALSE,
11/18/25,Hippo,,FALSE,FALSE,
11/18/25,Narc,,FALSE,FALSE,
11/18/25,Squatter,Q,FALSE,FALSE,
11/18/25,Tropic Thunder,DD,FALSE,FALSE,
11/17/25,Elmer,,FALSE,FALSE,
11/17/25,Juice,,FALSE,FALSE,
11/17/25,Pivot,,FALSE,FALSE,
11/17/25,Squatter,,FALSE,FALSE,
11/17/25,Tropic Thunder,,FALSE,FALSE,
11/17/25,Wolfie,Q,FALSE,FALSE,
11/17/25,Xena,,FALSE,FALSE,
11/17/25,Buddy Bucks,FNG,FALSE,FALSE,
4/22/26,Narc,Q,FALSE,,
4/22/26,Cobbler,,FALSE,,
4/22/26,Mountie,,FALSE,,
4/22/26,O-Ring,,FALSE,,
4/22/26,Fertile,,FALSE,,
4/22/26,Search Party,,FALSE,,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
